Age,Profession,Marital Status,Education,No of Dependents,Personal Loan,House Loan,Wife Working,Salary,Wife Salary,Total Salary,Make,Price
41,Sales Exec,1,High School,0,0,1,1,50393,49056,99449,Ather 450X,147699
32,Sales Exec,0,High School,0,1,0,0,24778,0,24778,TVS iQube,105541
28,HR Manager,1,MBA,2,1,0,1,87961,56397,144358,TVS iQube,117279
52,Consultant,1,High School,2,1,0,1,50993,105123,156116,Ampere Magnus,73254
33,Doctor,0,Bachelor's,1,0,1,0,156828,0,156828,Simple One,114943
39,Designer,0,Bachelor's,4,1,0,0,97124,0,97124,Ola S1,109063
34,Doctor,1,High School,3,0,1,1,123469,130965,254434,Ampere Magnus,81530
51,Consultant,1,Master's,4,0,1,0,130177,0,130177,Okinawa iPraise,108682
52,Sales Exec,1,High School,4,1,1,1,67089,67507,134596,Ola S1,104784
36,Sales Exec,1,Master's,0,0,1,1,40782,82812,123594,Simple One,111227
43,Govt. Servant,1,High School,1,1,1,1,47763,94783,142546,Revolt RV400,137419
49,Businessman,1,Doctorate,0,0,1,1,222129,95872,318001,Simple One,111949
32,Sales Exec,1,Bachelor's,2,1,0,1,68846,48543,117389,Ather 450X,149555
35,Engineer,1,High School,3,0,1,1,68156,42093,110249,Bajaj Chetak,129738
21,Govt. Servant,0,Bachelor's,1,1,1,0,95449,0,95449,Hero Photon,84248
36,Teacher,1,MBA,1,0,1,0,38949,0,38949,Okinawa iPraise,105553
51,Businessman,0,Doctorate,4,0,1,0,186988,0,186988,Revolt RV400,128545
27,Businessman,1,Master's,0,1,0,1,212889,146290,359179,Ampere Magnus,72082
22,Engineer,1,MBA,4,0,1,0,32210,0,32210,Ola S1,115274
31,Businessman,1,Doctorate,4,0,0,0,157276,0,157276,Hero Photon,83573
39,Designer,0,MBA,1,0,1,0,72065,0,72065,TVS iQube,116563
35,Sales Exec,1,Bachelor's,3,0,0,0,49445,0,49445,Okinawa iPraise,115236
33,Sales Exec,1,Doctorate,2,1,0,1,32877,53650,86527,Hero Photon,87655
35,Govt. Servant,1,MBA,4,0,0,1,30147,96162,126309,Ampere Magnus,83930
52,Consultant,1,Master's,3,1,1,0,70076,0,70076,Ather 450X,143729
49,Engineer,1,Doctorate,4,1,0,0,101215,0,101215,Okinawa iPraise,106261
31,Sales Exec,0,Doctorate,3,0,1,0,55994,0,55994,Ola S1,100978
34,Software Dev,1,MBA,0,0,0,1,78871,123219,202090,Okinawa iPraise,103150
37,HR Manager,1,High School,2,1,0,1,88715,97578,186293,Ampere Magnus,70846
47,Sales Exec,0,Master's,1,1,1,0,63136,0,63136,Bajaj Chetak,117035
42,Doctor,0,Master's,0,0,0,0,133717,0,133717,Ather 450X,141296
33,Software Dev,0,MBA,4,0,1,0,112514,0,112514,Hero Photon,85646
49,Consultant,1,Bachelor's,4,0,1,1,118617,112936,231553,Ampere Magnus,70167
52,Software Dev,1,Bachelor's,2,1,1,1,63961,87768,151729,Okinawa iPraise,100074
34,Businessman,1,High School,2,1,0,0,93774,0,93774,Ola S1,115820
26,HR Manager,1,High School,2,0,0,0,141193,0,141193,Ola S1,103446
34,Teacher,0,MBA,4,1,0,0,29792,0,29792,Okinawa iPraise,113948
57,HR Manager,1,Bachelor's,4,0,0,0,52465,0,52465,Bajaj Chetak,116901
30,Sales Exec,0,Master's,1,1,0,0,45776,0,45776,Ola S1,110927
48,Govt. Servant,0,Bachelor's,2,1,1,0,36687,0,36687,Simple One,107129
50,Designer,1,MBA,3,1,0,1,89218,121309,210527,Ola S1,104152
44,Consultant,0,Bachelor's,1,0,1,0,169360,0,169360,TVS iQube,105854
43,Govt. Servant,1,Doctorate,3,1,0,0,33097,0,33097,Revolt RV400,125505
38,Sales Exec,1,MBA,0,1,0,1,23268,37591,60859,Ampere Magnus,71440
21,Govt. Servant,1,Doctorate,2,0,1,0,34837,0,34837,Hero Photon,84868
41,Doctor,0,MBA,1,0,1,0,202813,0,202813,Pure EV EPluto,93508
39,Software Dev,1,Master's,1,1,1,1,144843,54685,199528,Ampere Magnus,77162
52,Designer,1,MBA,0,1,0,0,86803,0,86803,Hero Photon,89278
27,Sales Exec,1,MBA,0,0,0,0,27831,0,27831,Pure EV EPluto,102016
44,Businessman,1,MBA,0,0,1,1,196774,50770,247544,Ampere Magnus,79271
28,Consultant,1,MBA,1,1,1,0,109655,0,109655,Revolt RV400,126887
53,Businessman,1,High School,4,0,0,0,143675,0,143675,Ampere Magnus,84751
42,Software Dev,1,Doctorate,3,0,1,1,99068,22779,121847,Revolt RV400,120912
24,Designer,1,MBA,3,0,1,0,73034,0,73034,Revolt RV400,133145
44,Software Dev,1,MBA,0,0,1,0,131386,0,131386,Bajaj Chetak,122459
27,Engineer,1,High School,4,1,0,0,30507,0,30507,Hero Photon,88918
35,Businessman,1,Bachelor's,4,0,0,0,264507,0,264507,Pure EV EPluto,108707
34,Software Dev,0,High School,0,0,0,0,122622,0,122622,Ather 450X,142483
20,Software Dev,1,High School,2,0,1,0,111807,0,111807,Revolt RV400,126535
41,Govt. Servant,0,High School,1,1,1,0,74447,0,74447,Ather 450X,144072
22,Sales Exec,0,MBA,2,0,0,0,45403,0,45403,Ampere Magnus,78406
57,Govt. Servant,0,High School,4,1,0,0,43967,0,43967,Simple One,103700
33,Engineer,0,High School,0,0,1,0,66259,0,66259,Bajaj Chetak,112509
55,HR Manager,1,High School,1,1,0,1,106359,30241,136600,Pure EV EPluto,90359
37,HR Manager,1,MBA,3,1,1,1,82653,33388,116041,Pure EV EPluto,94378
37,Govt. Servant,0,Master's,4,0,0,0,59924,0,59924,Hero Photon,85610
22,Teacher,1,Master's,1,1,0,0,59455,0,59455,Simple One,115960
29,Businessman,0,Bachelor's,1,0,0,0,171454,0,171454,Ather 450X,140830
58,Govt. Servant,1,MBA,2,1,0,0,59460,0,59460,Hero Photon,88683
20,Doctor,1,High School,3,1,0,1,194199,23042,217241,Ather 450X,140362
46,Doctor,1,High School,2,1,0,0,217607,0,217607,Bajaj Chetak,112738
46,Consultant,0,High School,2,0,1,0,123176,0,123176,Okinawa iPraise,100079
30,Engineer,1,Master's,2,1,1,1,104880,89086,193966,Revolt RV400,121264
24,Engineer,1,High School,2,1,1,1,52857,133514,186371,Simple One,113742
26,Govt. Servant,1,High School,4,1,0,0,76737,0,76737,Simple One,113405
38,Designer,0,Master's,3,0,0,0,69792,0,69792,Simple One,105762
48,Software Dev,1,High School,2,0,0,1,111395,136173,247568,TVS iQube,119240
34,Sales Exec,0,Bachelor's,4,1,1,0,78808,0,78808,Okinawa iPraise,102650
54,Software Dev,1,Doctorate,4,1,0,1,121722,24494,146216,Simple One,110143
56,Software Dev,0,Bachelor's,1,0,1,0,104383,0,104383,Ampere Magnus,86302
31,Engineer,1,MBA,1,0,0,0,52517,0,52517,Hero Photon,88057
49,Engineer,0,Bachelor's,0,1,1,0,36271,0,36271,Ola S1,107429
39,Doctor,1,Bachelor's,4,0,1,1,92543,130404,222947,Revolt RV400,121981
56,Engineer,1,Master's,0,0,1,1,68909,21062,89971,Ampere Magnus,81783
22,Govt. Servant,1,MBA,4,0,0,0,42757,0,42757,Revolt RV400,130839
28,Doctor,1,Bachelor's,2,1,1,1,168704,122945,291649,Revolt RV400,129166
58,Businessman,0,Doctorate,2,1,0,0,96048,0,96048,Hero Photon,88088
45,Software Dev,0,Bachelor's,0,1,1,0,51652,0,51652,Pure EV EPluto,109212
21,Businessman,0,High School,2,1,1,0,267489,0,267489,TVS iQube,107891
42,Software Dev,1,Master's,2,1,0,0,75339,0,75339,TVS iQube,102692
42,Software Dev,1,High School,1,0,1,1,84320,94469,178789,TVS iQube,103045
40,Consultant,1,MBA,2,0,1,0,198506,0,198506,Ampere Magnus,78518
35,Software Dev,0,MBA,1,1,0,0,40368,0,40368,Simple One,108132
28,Designer,1,Master's,3,0,1,0,59708,0,59708,Bajaj Chetak,125515
32,Businessman,1,Bachelor's,4,0,1,0,126685,0,126685,Simple One,106692
47,Software Dev,1,MBA,1,0,1,1,119994,142538,262532,Bajaj Chetak,116876
46,Teacher,1,Doctorate,1,0,1,1,33002,141082,174084,Bajaj Chetak,121684
36,Teacher,0,Master's,1,1,1,0,41155,0,41155,Bajaj Chetak,114730
57,Teacher,0,High School,4,0,1,0,41689,0,41689,Okinawa iPraise,114470
55,Govt. Servant,0,Doctorate,4,1,0,0,40559,0,40559,Ampere Magnus,71453
20,Doctor,1,Master's,4,0,1,1,118801,99937,218738,Okinawa iPraise,108942
37,Businessman,1,Doctorate,2,0,1,0,244713,0,244713,TVS iQube,110425
28,Software Dev,0,Master's,1,0,0,0,76530,0,76530,Simple One,108887
32,HR Manager,0,High School,4,1,1,0,78187,0,78187,Pure EV EPluto,94969
59,Doctor,0,Bachelor's,3,1,0,0,140401,0,140401,TVS iQube,108030
34,HR Manager,1,Master's,4,0,1,1,51281,37836,89117,Simple One,109477
23,Sales Exec,0,MBA,0,0,1,0,50171,0,50171,Ola S1,103022
52,Designer,0,High School,0,0,1,0,94517,0,94517,Pure EV EPluto,109543
43,Sales Exec,0,High School,1,1,0,0,70362,0,70362,Bajaj Chetak,122061
55,Engineer,1,Doctorate,1,1,0,1,60762,37760,98522,Hero Photon,81032
29,Doctor,1,MBA,1,1,1,1,161625,36766,198391,Bajaj Chetak,114160
55,HR Manager,1,Doctorate,2,0,1,1,129071,49722,178793,Ola S1,117209
39,Consultant,0,High School,0,0,1,0,86804,0,86804,Ampere Magnus,87402
30,Software Dev,1,Master's,0,1,0,0,63304,0,63304,Ather 450X,143398
31,Govt. Servant,0,MBA,1,1,0,0,99526,0,99526,Ather 450X,146445
37,Businessman,1,High School,0,1,1,1,288890,20066,308956,Revolt RV400,120346
49,Software Dev,0,MBA,0,0,0,0,130300,0,130300,Ola S1,117289
56,Businessman,0,Master's,2,0,0,0,218302,0,218302,Okinawa iPraise,103679
39,Consultant,1,Bachelor's,3,0,0,0,144680,0,144680,TVS iQube,114292
44,Software Dev,0,Doctorate,1,1,0,0,138576,0,138576,Bajaj Chetak,123995
31,Designer,0,Doctorate,3,1,1,0,83814,0,83814,Hero Photon,86692
40,Engineer,1,High School,3,0,0,1,78367,141533,219900,Okinawa iPraise,115461
44,Teacher,1,High School,2,0,1,0,41694,0,41694,Ola S1,100739
30,Consultant,1,Master's,0,0,1,1,59498,40287,99785,Hero Photon,81997
28,Engineer,1,High School,1,0,0,0,57298,0,57298,Ampere Magnus,84569
44,Software Dev,1,High School,4,0,0,1,49050,98323,147373,Ather 450X,149510
54,HR Manager,1,High School,3,0,0,1,58164,128417,186581,Okinawa iPraise,114888
51,Engineer,1,MBA,3,1,0,1,44799,106770,151569,Ather 450X,143631
33,Govt. Servant,1,MBA,2,1,0,0,81366,0,81366,Pure EV EPluto,106205
20,Engineer,0,Bachelor's,3,1,1,0,45027,0,45027,Ampere Magnus,72305
36,Sales Exec,0,MBA,3,1,1,0,77312,0,77312,Hero Photon,80663
44,Designer,1,Doctorate,3,0,1,1,46953,21435,68388,Ampere Magnus,84761
27,Consultant,1,Bachelor's,2,1,1,1,78480,119957,198437,Ola S1,113701
24,Teacher,1,High School,0,1,0,0,41707,0,41707,Pure EV EPluto,108393
24,Software Dev,0,Doctorate,3,1,0,0,146621,0,146621,TVS iQube,114153
54,Consultant,0,Bachelor's,1,0,0,0,147744,0,147744,Pure EV EPluto,109381
38,Doctor,0,Bachelor's,3,1,0,0,207800,0,207800,Ola S1,108788
42,Consultant,0,Doctorate,3,1,1,0,85081,0,85081,Pure EV EPluto,100264
28,Govt. Servant,1,Bachelor's,1,0,1,1,62010,99837,161847,Pure EV EPluto,97203
49,Consultant,1,Doctorate,2,0,0,0,128793,0,128793,Simple One,108000
35,Doctor,1,Bachelor's,4,0,1,0,155419,0,155419,Simple One,111435
52,Engineer,1,Bachelor's,1,1,1,0,30029,0,30029,Pure EV EPluto,95883
21,Sales Exec,1,Bachelor's,4,1,0,0,39760,0,39760,Simple One,116035
33,Engineer,1,Doctorate,0,0,0,0,59459,0,59459,Ather 450X,140427
20,Engineer,1,Bachelor's,0,1,1,0,40207,0,40207,Revolt RV400,124027
45,Doctor,1,MBA,3,1,0,1,79130,59592,138722,Bajaj Chetak,114014
44,Businessman,1,MBA,3,1,0,1,137467,41873,179340,Revolt RV400,128161
35,Teacher,1,MBA,2,1,0,0,52388,0,52388,Hero Photon,81503
34,Doctor,1,MBA,4,0,1,1,71913,77942,149855,TVS iQube,103966
45,Engineer,1,MBA,0,1,0,0,105174,0,105174,Okinawa iPraise,117885
35,Consultant,1,High School,0,0,1,0,74129,0,74129,Ather 450X,148355
33,Teacher,1,Bachelor's,3,1,0,0,37595,0,37595,Pure EV EPluto,96878
48,Software Dev,1,Master's,3,0,0,1,96744,29824,126568,TVS iQube,100580
43,HR Manager,0,High School,2,1,0,0,116740,0,116740,Pure EV EPluto,103997
34,Software Dev,0,Doctorate,3,1,1,0,125540,0,125540,Hero Photon,84237
38,Govt. Servant,1,High School,3,1,1,1,33277,78803,112080,Hero Photon,81124
27,Engineer,0,Master's,2,0,0,0,65289,0,65289,Ampere Magnus,81647
53,Consultant,1,High School,3,1,0,0,182977,0,182977,Hero Photon,80261
21,Businessman,0,Bachelor's,3,0,1,0,175863,0,175863,Okinawa iPraise,117173
46,Sales Exec,0,MBA,3,1,0,0,64510,0,64510,Pure EV EPluto,91159
29,Sales Exec,1,Bachelor's,4,1,1,1,32344,111917,144261,TVS iQube,118048
54,Teacher,1,High School,0,1,0,0,29282,0,29282,Okinawa iPraise,115942
42,Businessman,1,Master's,1,0,1,0,274827,0,274827,Pure EV EPluto,105691
27,HR Manager,0,Doctorate,0,0,0,0,79565,0,79565,TVS iQube,102726
47,Software Dev,1,Bachelor's,4,0,1,0,121546,0,121546,Revolt RV400,124688
42,HR Manager,1,Master's,1,1,0,0,111580,0,111580,Pure EV EPluto,97729
23,Designer,0,Doctorate,0,1,0,0,36375,0,36375,Simple One,105384
33,Software Dev,0,MBA,2,1,0,0,130037,0,130037,Pure EV EPluto,106904
48,Software Dev,1,Bachelor's,4,0,0,0,119819,0,119819,Okinawa iPraise,105082
20,Software Dev,0,Bachelor's,2,0,0,0,92330,0,92330,Ampere Magnus,77755
23,Consultant,1,MBA,2,1,0,0,81880,0,81880,Hero Photon,85025
51,Doctor,0,MBA,0,1,1,0,65497,0,65497,Ather 450X,142198
52,Consultant,1,High School,1,0,0,0,189024,0,189024,Simple One,100482
45,Sales Exec,0,Doctorate,3,0,0,0,72094,0,72094,Hero Photon,84327
36,Consultant,1,Master's,3,1,0,0,139903,0,139903,Pure EV EPluto,90264
58,HR Manager,1,MBA,4,0,0,1,114418,93788,208206,Bajaj Chetak,111395
42,Consultant,0,High School,2,0,1,0,63910,0,63910,Simple One,101713
51,Doctor,1,Doctorate,4,0,1,1,115371,97773,213144,Hero Photon,80120
34,Teacher,1,Doctorate,0,0,0,0,57453,0,57453,Revolt RV400,136824
32,Businessman,1,Bachelor's,2,0,0,1,85929,58961,144890,Revolt RV400,130901
21,Teacher,1,High School,3,1,0,1,30954,23596,54550,TVS iQube,112202
38,Designer,0,High School,0,1,0,0,52986,0,52986,Bajaj Chetak,122244
43,Sales Exec,1,Bachelor's,0,0,0,1,47526,90851,138377,TVS iQube,106766
43,Designer,1,Master's,4,1,0,1,61293,76689,137982,Ola S1,108598
30,Designer,1,MBA,4,0,1,1,72946,127794,200740,Okinawa iPraise,105767
41,Businessman,1,Bachelor's,1,1,1,0,293374,0,293374,Bajaj Chetak,116131
34,Businessman,0,MBA,3,1,1,0,240562,0,240562,TVS iQube,112476
29,Doctor,0,High School,3,1,1,0,159965,0,159965,Ampere Magnus,74679
46,Doctor,1,Bachelor's,4,0,0,0,195988,0,195988,Simple One,115849
28,Teacher,1,Master's,3,1,0,1,27312,38647,65959,Ampere Magnus,75376
47,Doctor,0,MBA,3,1,1,0,75787,0,75787,Revolt RV400,136391
20,Doctor,0,MBA,0,0,1,0,198182,0,198182,TVS iQube,110734
36,Govt. Servant,1,MBA,2,1,0,0,57338,0,57338,Okinawa iPraise,110014
50,Engineer,0,High School,2,1,1,0,76015,0,76015,Pure EV EPluto,98557
29,Teacher,0,MBA,1,0,1,0,47795,0,47795,Revolt RV400,135523
56,Businessman,0,Doctorate,2,1,0,0,108014,0,108014,Revolt RV400,126343
48,Teacher,1,MBA,3,0,1,1,41376,107331,148707,Ampere Magnus,76615
37,Businessman,1,High School,0,0,0,1,160463,113509,273972,TVS iQube,111354
57,Consultant,1,Bachelor's,2,0,1,0,50373,0,50373,Revolt RV400,137131
58,Engineer,1,MBA,3,0,0,0,69252,0,69252,Ather 450X,146225
25,Govt. Servant,0,MBA,3,1,0,0,36174,0,36174,Ampere Magnus,79891
59,Govt. Servant,0,Bachelor's,4,0,0,0,92808,0,92808,Pure EV EPluto,93852
31,HR Manager,1,Doctorate,4,1,1,0,47720,0,47720,Okinawa iPraise,116039
33,Sales Exec,0,High School,2,0,1,0,71168,0,71168,Ather 450X,144915
29,Businessman,1,Bachelor's,4,0,1,0,239331,0,239331,Hero Photon,83655
39,Sales Exec,1,High School,3,1,1,0,65467,0,65467,Ampere Magnus,75771
34,Consultant,0,Bachelor's,3,0,0,0,155008,0,155008,Bajaj Chetak,112867
50,Govt. Servant,1,Master's,4,0,1,0,98185,0,98185,Pure EV EPluto,104686
26,Consultant,1,Doctorate,0,0,0,1,75479,85291,160770,Hero Photon,84065
29,Designer,1,Master's,4,0,1,1,81890,130408,212298,Revolt RV400,132643
29,Engineer,0,Bachelor's,0,1,0,0,104073,0,104073,Hero Photon,81411
58,HR Manager,0,Bachelor's,4,0,0,0,81706,0,81706,Revolt RV400,131146
47,Consultant,1,High School,3,1,0,0,197020,0,197020,Ampere Magnus,83545
49,HR Manager,1,Bachelor's,3,0,1,0,43858,0,43858,Pure EV EPluto,99341
56,Engineer,0,High School,4,0,1,0,97705,0,97705,Ola S1,103659
22,Teacher,1,High School,1,1,0,0,46235,0,46235,Ampere Magnus,77647
34,Consultant,1,Bachelor's,0,1,1,1,169749,30764,200513,Ather 450X,144339
40,Doctor,1,High School,1,1,0,0,162415,0,162415,TVS iQube,111234
56,Software Dev,0,Doctorate,3,0,1,0,101649,0,101649,TVS iQube,113795
31,Govt. Servant,0,Master's,0,0,1,0,97743,0,97743,Hero Photon,85597
23,Govt. Servant,0,Bachelor's,4,1,1,0,43596,0,43596,Simple One,119709
28,Govt. Servant,0,High School,0,0,1,0,62746,0,62746,TVS iQube,117568
58,Teacher,1,High School,0,0,0,1,41584,108599,150183,Okinawa iPraise,107592
47,Software Dev,0,High School,2,1,1,0,75196,0,75196,Ampere Magnus,87538
42,Engineer,1,High School,0,1,1,0,44148,0,44148,Ather 450X,148485
59,Teacher,0,Doctorate,3,1,1,0,47999,0,47999,Ampere Magnus,88977
41,Govt. Servant,1,Bachelor's,1,0,0,1,78412,69325,147737,Ather 450X,149805
43,Govt. Servant,0,Bachelor's,1,1,0,0,83634,0,83634,Bajaj Chetak,112284
45,Sales Exec,0,Doctorate,4,1,0,0,54226,0,54226,Revolt RV400,139821
49,HR Manager,0,Doctorate,2,0,0,0,66179,0,66179,Ampere Magnus,86013
52,HR Manager,1,Doctorate,1,1,0,1,122987,73006,195993,Pure EV EPluto,109024
35,Sales Exec,0,Bachelor's,1,0,0,0,71992,0,71992,Okinawa iPraise,105710
41,Designer,0,MBA,0,1,1,0,88537,0,88537,Ather 450X,141830
37,Sales Exec,0,Master's,3,1,0,0,69226,0,69226,Ampere Magnus,89944
26,HR Manager,1,Doctorate,3,0,0,1,55367,136141,191508,Revolt RV400,139051
45,Govt. Servant,1,Doctorate,4,1,1,0,94986,0,94986,Bajaj Chetak,120077
27,Doctor,1,Bachelor's,3,1,1,0,249611,0,249611,Ather 450X,147997
25,HR Manager,1,Bachelor's,1,1,1,1,131117,31121,162238,Ather 450X,149018
49,Software Dev,0,Master's,0,0,1,0,67260,0,67260,Simple One,117350
58,Doctor,1,High School,3,0,0,1,202786,96381,299167,Ampere Magnus,79506
42,Teacher,0,Bachelor's,2,1,0,0,55610,0,55610,TVS iQube,115858
51,HR Manager,1,Master's,2,0,0,0,94938,0,94938,Okinawa iPraise,108691
41,Engineer,1,Bachelor's,2,0,0,0,94379,0,94379,Pure EV EPluto,90807
28,Consultant,1,Bachelor's,3,0,1,1,73386,86143,159529,Hero Photon,81444
50,Consultant,0,Bachelor's,0,0,0,0,142344,0,142344,TVS iQube,110381
26,Software Dev,0,MBA,3,1,0,0,81688,0,81688,Revolt RV400,123826
28,Businessman,1,MBA,1,1,1,1,187926,34303,222229,Simple One,105561
32,Consultant,1,Doctorate,3,1,1,0,118914,0,118914,Okinawa iPraise,113947
22,Software Dev,0,MBA,2,1,1,0,70671,0,70671,Hero Photon,83099
54,Businessman,0,Master's,2,0,0,0,240260,0,240260,Ather 450X,147237
52,Teacher,1,Bachelor's,0,1,0,0,39545,0,39545,TVS iQube,109539
40,Businessman,1,MBA,4,1,1,0,215400,0,215400,Ola S1,101632
50,Engineer,1,Bachelor's,2,1,1,1,107018,93697,200715,Ampere Magnus,79783
53,HR Manager,0,High School,2,1,0,0,44786,0,44786,Revolt RV400,129220
51,Consultant,1,Doctorate,4,1,0,0,70240,0,70240,Pure EV EPluto,92440
54,Govt. Servant,0,MBA,3,1,1,0,52430,0,52430,Ola S1,115933
34,Sales Exec,1,Bachelor's,2,0,0,0,71597,0,71597,Hero Photon,86246
51,HR Manager,0,High School,0,0,0,0,55830,0,55830,Ampere Magnus,74433
25,Teacher,0,Doctorate,3,1,0,0,54689,0,54689,Ola S1,109183
40,Teacher,0,Doctorate,3,1,1,0,24057,0,24057,Ola S1,114302
52,Software Dev,1,High School,2,1,1,0,88537,0,88537,Ather 450X,143707
51,Designer,1,MBA,3,0,1,1,62361,114242,176603,Bajaj Chetak,122199
38,Businessman,1,MBA,3,0,1,0,268939,0,268939,Revolt RV400,128154
52,Businessman,1,Bachelor's,0,1,1,0,108789,0,108789,Revolt RV400,123428
47,Software Dev,1,Master's,3,1,0,0,103718,0,103718,Simple One,101659
50,Sales Exec,1,Bachelor's,2,0,1,1,58546,108977,167523,Simple One,103179
40,Govt. Servant,1,Bachelor's,2,1,0,0,90215,0,90215,Ola S1,116771
53,Teacher,1,Bachelor's,4,1,0,0,43572,0,43572,Bajaj Chetak,115128
34,HR Manager,0,High School,1,0,1,0,70995,0,70995,Ampere Magnus,82999
33,Sales Exec,1,Doctorate,4,0,1,0,57342,0,57342,Okinawa iPraise,116109
38,Govt. Servant,0,Doctorate,0,0,1,0,73982,0,73982,Ampere Magnus,84213
34,Designer,1,Master's,0,1,1,0,77998,0,77998,Okinawa iPraise,103360
25,HR Manager,0,MBA,2,0,1,0,56248,0,56248,Ampere Magnus,73408
28,Software Dev,1,Bachelor's,1,0,0,0,69214,0,69214,Pure EV EPluto,96604
56,HR Manager,1,High School,4,1,1,1,137288,77298,214586,Simple One,112949
39,Engineer,0,High School,1,0,0,0,96514,0,96514,Ampere Magnus,84513
53,Designer,1,Bachelor's,2,0,1,1,94691,79121,173812,Bajaj Chetak,124098
57,Software Dev,1,High School,3,0,1,0,117508,0,117508,Revolt RV400,128987
45,Software Dev,0,High School,2,1,0,0,112396,0,112396,Revolt RV400,121652
37,Software Dev,0,Bachelor's,2,1,1,0,142260,0,142260,Ola S1,112985
47,Consultant,0,Master's,1,0,1,0,135760,0,135760,Simple One,119710
28,Sales Exec,1,High School,0,1,0,0,34087,0,34087,Simple One,100362
51,Govt. Servant,1,Doctorate,3,1,1,1,45323,109806,155129,Pure EV EPluto,101160
25,Businessman,1,Doctorate,3,1,1,1,186292,140469,326761,Bajaj Chetak,121591
33,Teacher,0,Doctorate,0,0,1,0,57745,0,57745,Ather 450X,141900
47,Teacher,0,Bachelor's,1,1,1,0,51741,0,51741,Pure EV EPluto,100143
43,Engineer,0,Doctorate,1,1,1,0,99313,0,99313,Simple One,119886
32,Engineer,0,MBA,0,1,0,0,52773,0,52773,TVS iQube,103832
31,Engineer,1,High School,4,0,0,0,119391,0,119391,Pure EV EPluto,96218
38,Doctor,1,Master's,1,1,1,1,226003,137528,363531,Ola S1,114757
40,Engineer,0,Doctorate,0,1,0,0,31140,0,31140,Simple One,101519
46,Teacher,1,Bachelor's,4,1,0,0,58319,0,58319,Okinawa iPraise,112826
38,Designer,0,Master's,2,1,1,0,52652,0,52652,Ather 450X,145221
43,Govt. Servant,1,Bachelor's,3,0,1,0,97524,0,97524,Okinawa iPraise,115652
45,Engineer,0,Master's,0,1,0,0,113378,0,113378,Okinawa iPraise,112269
47,Designer,1,Master's,1,0,0,0,89257,0,89257,Ampere Magnus,72408
37,Doctor,0,High School,3,1,0,0,84598,0,84598,TVS iQube,103745
55,Doctor,1,Master's,4,0,1,1,89666,104759,194425,Ola S1,110638
48,Businessman,0,MBA,3,1,0,0,218561,0,218561,Simple One,104707
36,Consultant,0,MBA,0,0,0,0,171034,0,171034,Okinawa iPraise,102636
23,Consultant,1,MBA,2,0,0,0,154329,0,154329,Ampere Magnus,76534
48,HR Manager,0,Bachelor's,4,0,1,0,45475,0,45475,Ampere Magnus,79660
23,Consultant,1,High School,4,1,0,1,199704,92581,292285,Revolt RV400,126636
29,HR Manager,1,Bachelor's,4,0,1,1,115113,64195,179308,Okinawa iPraise,107680
44,Sales Exec,1,Doctorate,3,1,1,0,76908,0,76908,Okinawa iPraise,107656
50,Consultant,1,MBA,2,0,1,1,71391,37801,109192,Hero Photon,85524
22,Doctor,0,High School,0,1,0,0,200306,0,200306,TVS iQube,109116
21,Businessman,1,MBA,0,1,1,0,97268,0,97268,Simple One,119026
44,Designer,1,High School,3,0,1,1,60269,80683,140952,Simple One,100090
25,Engineer,1,Bachelor's,0,1,0,1,61364,98227,159591,Ather 450X,145359
45,Consultant,0,Bachelor's,0,1,1,0,67542,0,67542,Bajaj Chetak,114698
27,HR Manager,1,MBA,2,0,1,1,135595,55876,191471,Bajaj Chetak,121519
54,Designer,0,Master's,3,1,1,0,31357,0,31357,Revolt RV400,133398
46,Software Dev,0,High School,3,1,1,0,46688,0,46688,Pure EV EPluto,99518
44,Teacher,0,Doctorate,4,1,1,0,39589,0,39589,Revolt RV400,139131
37,Consultant,0,Master's,0,0,1,0,180610,0,180610,Ola S1,119572
20,Teacher,0,Bachelor's,1,1,0,0,26365,0,26365,Pure EV EPluto,97423
58,Consultant,0,High School,2,0,0,0,127067,0,127067,Ampere Magnus,77705
22,Software Dev,1,Master's,2,0,1,0,118705,0,118705,Okinawa iPraise,100163
23,Engineer,0,Doctorate,1,0,1,0,73722,0,73722,Hero Photon,83293
56,Sales Exec,1,Master's,4,0,0,1,51353,82959,134312,TVS iQube,112724
34,Govt. Servant,0,Doctorate,1,1,0,0,33203,0,33203,Hero Photon,89554
27,Designer,0,Bachelor's,1,1,1,0,51758,0,51758,Bajaj Chetak,113068
57,Designer,1,High School,4,1,1,0,55317,0,55317,Ampere Magnus,77229
38,Engineer,1,Bachelor's,1,1,1,0,114316,0,114316,Hero Photon,86081
45,Businessman,1,High School,4,1,0,0,125565,0,125565,Pure EV EPluto,90137
58,Doctor,1,Master's,0,0,0,0,123892,0,123892,Pure EV EPluto,102217
29,Consultant,0,Bachelor's,4,0,0,0,118766,0,118766,Ola S1,101840
57,Govt. Servant,1,High School,3,0,1,1,91368,143409,234777,Revolt RV400,138102
33,Businessman,1,Doctorate,3,1,0,0,280566,0,280566,TVS iQube,118482
38,Govt. Servant,0,High School,1,0,1,0,97132,0,97132,Bajaj Chetak,111685
49,Doctor,1,Bachelor's,3,1,1,1,97481,133774,231255,Bajaj Chetak,126135
24,Teacher,1,Bachelor's,4,1,1,0,30043,0,30043,Revolt RV400,135362
50,Consultant,0,Master's,0,1,0,0,175751,0,175751,Ola S1,117064
